Product Type: Litetrack 330 TL
Product ID: 957
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2021-05-27 3:16:10 PM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2021-05-27 3:21:10 PM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2021-05-27 3:26:10 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2021-05-27 3:31:10 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2021-05-27 3:36:10 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2021-05-27 3:41:03 PM,51.3416463,-114.3835194,-0.06,70,16.0,4,3,GPS Schedule
2021-05-27 3:46:10 PM,0.0000000,0.0000000,0.00,70,16.5,0,0,GPS Schedule
2021-05-27 3:51:10 PM,0.0000000,0.0000000,0.00,70,16.5,0,0,GPS Schedule
2021-05-27 3:56:10 PM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2021-05-27 4:01:07 PM,51.3411285,-114.3718355,-0.08,70,18.5,4.2,3,GPS Schedule
2021-05-27 4:06:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2021-05-27 4:11:07 PM,51.3402634,-114.3783572,0.08,70,20.0,8,3,GPS Schedule
2021-05-27 4:16:10 PM,51.3407701,-114.3773054,-0.19,70,20.0,2.6,3,GPS Schedule
2021-05-27 4:21:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2021-05-27 4:26:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2021-05-27 4:31:06 PM,51.3429636,-114.3788271,1260.60,67,20.0,1.4,6,GPS Schedule
2021-05-27 4:35:03 PM,51.3428651,-114.3789138,1256.56,4,20.0,2.8,5,GPS Schedule
2021-05-27 4:40:00 PM,51.3428578,-114.3790556,1294.35,1,20.5,1.4,6,GPS Schedule
2021-05-27 4:45:00 PM,51.3429342,-114.3788842,1273.46,2,21.5,3,4,GPS Schedule
2021-05-27 4:51:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
2021-05-27 4:56:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2021-05-27 5:01:07 PM,51.3450843,-114.3627569,0.03,70,23.0,3.8,3,GPS Schedule
2021-05-27 5:06:07 PM,51.3485887,-114.3851294,-0.63,70,23.0,15,3,GPS Schedule
2021-05-27 5:11:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2021-05-27 5:16:10 PM,0.0000000,0.0000000,0.00,70,22.5,0,0,GPS Schedule
