Product Type: Litetrack 330 TL
Product ID: 964
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2021-05-27 5:01:11 PM,51.3414596,-114.3781215,1260.02,70,16.5,3.8,4,GPS Schedule
2021-05-27 5:06:10 PM,0.0000000,0.0000000,0.00,70,17.5,0,0,GPS Schedule
2021-05-27 5:11:10 PM,0.0000000,0.0000000,0.00,70,18.5,0,0,GPS Schedule
2021-05-27 5:16:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2021-05-27 5:21:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2021-05-27 5:26:10 PM,0.0000000,0.0000000,0.00,70,20.5,0,0,GPS Schedule
2021-05-27 5:31:10 PM,51.3493445,-114.3753424,-0.02,70,20.5,7.6,3,GPS Schedule
2021-05-27 5:36:03 PM,51.3420349,-114.3794172,1242.10,61,20.5,3.6,5,GPS Schedule
2021-05-27 5:40:03 PM,51.3422556,-114.3794335,1245.51,2,20.0,3.4,5,GPS Schedule
2021-05-27 5:45:04 PM,51.3429745,-114.3789898,1268.59,2,20.0,3.2,5,GPS Schedule
2021-05-27 5:50:07 PM,51.3429374,-114.3790337,1260.37,5,20.0,2.8,5,GPS Schedule
2021-05-27 5:55:09 PM,51.3427493,-114.3791589,1280.96,7,20.5,2.6,5,GPS Schedule
2021-05-27 6:00:06 PM,51.3431083,-114.3790084,1247.72,4,20.0,2.4,5,GPS Schedule
2021-05-27 6:05:03 PM,51.3426548,-114.3790605,1280.41,1,20.0,3.6,4,GPS Schedule
2021-05-27 6:10:35 PM,51.3428015,-114.3790019,1260.95,33,20.0,1.8,6,GPS Schedule
2021-05-27 6:15:03 PM,51.3426789,-114.3792287,1250.09,2,20.0,1.8,5,GPS Schedule
2021-05-27 6:20:08 PM,51.3428885,-114.3788936,1257.04,6,19.5,1.8,6,GPS Schedule
2021-05-27 6:25:04 PM,51.3431290,-114.3785716,1268.93,2,19.0,2.2,5,GPS Schedule
2021-05-27 6:30:06 PM,51.3429561,-114.3789610,1238.22,4,19.0,1.6,6,GPS Schedule
2021-05-27 6:35:05 PM,51.3432170,-114.3787822,1202.19,3,19.5,1.6,5,GPS Schedule
2021-05-27 6:40:05 PM,51.3430824,-114.3787593,1266.67,3,20.0,2.4,5,GPS Schedule
2021-05-27 6:45:05 PM,51.3427540,-114.3789796,1283.10,3,20.5,2.4,5,GPS Schedule
2021-05-27 6:50:05 PM,51.3431818,-114.3788671,1257.83,3,20.5,1.6,6,GPS Schedule
2021-05-27 6:56:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2021-05-27 7:01:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2021-05-27 7:06:10 PM,51.3459449,-114.4021483,0.28,70,22.5,6.8,3,GPS Schedule
2021-05-27 7:10:34 PM,51.3429805,-114.3789053,1247.57,32,23.0,1.6,5,GPS Schedule
2021-05-27 7:15:24 PM,51.3429346,-114.3788949,1267.03,22,23.0,1.6,5,GPS Schedule
2021-05-27 7:20:05 PM,51.3427325,-114.3786171,1253.00,3,23.0,4.4,4,GPS Schedule
2021-05-27 7:26:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2021-05-27 7:31:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2021-05-27 7:36:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2021-05-27 7:41:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2021-05-27 7:46:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2021-05-27 7:50:57 PM,51.3403919,-114.3852361,0.17,70,24.0,3.4,3,GPS Schedule
2021-05-27 7:56:11 PM,51.3427328,-114.3789945,1229.93,70,24.0,6,4,GPS Schedule
2021-05-27 8:01:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2021-05-27 8:06:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2021-05-27 8:11:08 PM,51.3431528,-114.3788873,1256.57,70,22.5,5.8,4,GPS Schedule
2021-05-27 8:16:10 PM,51.3430327,-114.3788910,1250.61,70,22.5,6.6,4,GPS Schedule
2021-05-27 8:21:10 PM,51.3434287,-114.3796035,1192.31,70,23.0,4.6,4,GPS Schedule
2021-05-27 8:26:11 PM,51.3434187,-114.3797306,1186.80,70,23.0,4.4,4,GPS Schedule
2021-05-27 8:31:10 PM,51.3198615,-114.3798287,0.40,70,23.0,7.6,3,GPS Schedule
2021-05-27 8:36:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2021-05-27 8:41:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
