Product Type: Litetrack 330 TL
Product ID: 958
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2021-05-27 3:31:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2021-05-27 3:36:10 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2021-05-27 3:41:10 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2021-05-27 3:46:10 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2021-05-27 3:51:10 PM,0.0000000,0.0000000,0.00,70,16.5,0,0,GPS Schedule
2021-05-27 3:56:08 PM,51.3430592,-114.3790940,1246.97,70,17.0,5.4,4,GPS Schedule
2021-05-27 4:01:10 PM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2021-05-27 4:06:10 PM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2021-05-27 4:11:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2021-05-27 4:16:10 PM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2021-05-27 4:21:10 PM,51.3405604,-114.3660821,-0.74,70,19.5,7.6,3,GPS Schedule
2021-05-27 4:25:57 PM,51.3427755,-114.3778166,1246.62,57,19.0,5,5,GPS Schedule
2021-05-27 4:30:11 PM,51.3428304,-114.3783063,1184.10,11,18.5,5.2,5,GPS Schedule
2021-05-27 4:35:10 PM,51.3432431,-114.3784054,1286.95,9,19.0,5.4,5,GPS Schedule
2021-05-27 4:40:06 PM,51.3433862,-114.3789155,1258.84,5,19.0,5.4,5,GPS Schedule
2021-05-27 4:45:01 PM,51.3427840,-114.3778818,1231.77,1,19.0,5,5,GPS Schedule
2021-05-27 4:50:13 PM,51.3437309,-114.3791973,1342.13,13,19.5,4.4,5,GPS Schedule
2021-05-27 4:56:03 PM,51.3431308,-114.3783102,1255.97,63,19.5,1.2,5,GPS Schedule
2021-05-27 5:00:02 PM,51.3431106,-114.3782498,1264.17,2,18.5,1.2,5,GPS Schedule
2021-05-27 5:05:01 PM,51.3430066,-114.3785575,1267.02,1,18.5,1.6,4,GPS Schedule
2021-05-27 5:10:51 PM,51.3431326,-114.3784540,1263.49,51,19.5,1.8,5,GPS Schedule
2021-05-27 5:15:14 PM,51.3431962,-114.3783660,1259.10,13,19.5,1.8,5,GPS Schedule
2021-05-27 5:20:05 PM,51.3430659,-114.3777004,1304.00,5,19.5,1.8,5,GPS Schedule
2021-05-27 5:26:09 PM,51.3375448,-114.3994498,231.82,70,20.5,6.8,4,GPS Schedule
2021-05-27 5:31:10 PM,0.0000000,0.0000000,0.00,70,20.5,0,0,GPS Schedule
2021-05-27 5:36:10 PM,0.0000000,0.0000000,0.00,70,20.5,0,0,GPS Schedule
2021-05-27 5:41:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2021-05-27 5:46:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2021-05-27 5:51:09 PM,51.3512010,-114.3715536,-0.02,70,21.0,3.4,3,GPS Schedule
2021-05-27 5:56:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2021-05-27 6:01:10 PM,51.3315669,-114.3797281,0.67,70,21.5,3.8,3,GPS Schedule
2021-05-27 6:06:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2021-05-27 6:11:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2021-05-27 6:16:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2021-05-27 6:21:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2021-05-27 6:26:09 PM,51.3414271,-114.3784246,1052.89,70,21.0,3.8,4,GPS Schedule
2021-05-27 6:31:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2021-05-27 6:36:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2021-05-27 6:41:10 PM,51.3432486,-114.3784758,1212.19,70,22.0,2.2,4,GPS Schedule
2021-05-27 6:46:09 PM,51.3311586,-114.4206371,-0.11,70,22.0,10.8,3,GPS Schedule
2021-05-27 6:51:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2021-05-27 6:56:10 PM,51.3432432,-114.3781736,1266.45,70,23.0,5.4,4,GPS Schedule
2021-05-27 7:01:10 PM,51.3436746,-114.3415448,-0.01,70,23.0,8.8,3,GPS Schedule
2021-05-27 7:06:00 PM,51.3432260,-114.3785988,1267.98,59,23.0,1.8,5,GPS Schedule
2021-05-27 7:10:06 PM,51.3432820,-114.3784254,1275.80,5,22.5,1.6,5,GPS Schedule
2021-05-27 7:16:10 PM,51.3432539,-114.3786572,1292.39,70,24.0,1.6,4,GPS Schedule
2021-05-27 7:21:10 PM,51.3131664,-114.3952948,-0.18,70,24.0,14.4,3,GPS Schedule
2021-05-27 7:26:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2021-05-27 7:30:36 PM,51.3430589,-114.3785585,1258.52,35,24.0,1.2,5,GPS Schedule
2021-05-27 7:35:03 PM,51.3431064,-114.3784305,1285.03,3,23.5,1.2,5,GPS Schedule
2021-05-27 7:41:10 PM,0.0000000,0.0000000,0.00,70,23.0,0,0,GPS Schedule
2021-05-27 7:46:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2021-05-27 7:51:09 PM,51.3430684,-114.3783104,1266.64,70,21.0,3,4,GPS Schedule
2021-05-27 7:55:57 PM,51.3429528,-114.3781871,1265.41,57,20.5,3.4,5,GPS Schedule
2021-05-27 8:00:04 PM,51.3428523,-114.3781732,1285.88,4,20.5,3.8,5,GPS Schedule
2021-05-27 8:05:04 PM,51.3433978,-114.3787052,1246.29,4,20.0,4.6,4,GPS Schedule
2021-05-27 8:10:59 PM,51.3431096,-114.3781748,1251.45,58,22.0,1.8,5,GPS Schedule
