Product Type: Litetrack 330 TL
Product ID: 959
Firmware Version: V8.106.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2021-05-27 3:46:10 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2021-05-27 3:50:59 PM,51.3417247,-114.3785262,1278.68,55,16.5,2.2,5,GPS Schedule
2021-05-27 3:55:07 PM,51.3426018,-114.3791317,1274.88,8,16.5,2.4,5,GPS Schedule
2021-05-27 4:00:02 PM,51.3427883,-114.3790116,1287.73,3,17.0,2.4,5,GPS Schedule
2021-05-27 4:05:03 PM,51.3433731,-114.3794442,1394.47,4,17.5,5.4,4,GPS Schedule
2021-05-27 4:11:03 PM,51.3428464,-114.3786902,1219.81,64,18.5,2,5,GPS Schedule
2021-05-27 4:15:21 PM,51.3428558,-114.3787460,1215.14,22,19.0,1.8,5,GPS Schedule
2021-05-27 4:20:35 PM,51.3432055,-114.3787995,1382.49,36,19.5,1.8,5,GPS Schedule
2021-05-27 4:25:17 PM,51.3429344,-114.3788258,1252.96,18,21.5,3,4,GPS Schedule
2021-05-27 4:31:03 PM,51.3438570,-114.3688265,127.18,70,24.5,3.2,4,GPS Schedule
2021-05-27 4:36:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2021-05-27 4:41:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2021-05-27 4:46:10 PM,0.0000000,0.0000000,0.00,70,27.0,0,0,GPS Schedule
2021-05-27 4:51:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2021-05-27 4:56:10 PM,0.0000000,0.0000000,0.00,70,27.5,0,0,GPS Schedule
2021-05-27 5:01:10 PM,0.0000000,0.0000000,0.00,70,27.0,0,0,GPS Schedule
2021-05-27 5:06:10 PM,0.0000000,0.0000000,0.00,70,26.5,0,0,GPS Schedule
2021-05-27 5:11:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2021-05-27 5:16:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2021-05-27 5:21:10 PM,0.0000000,0.0000000,0.00,70,26.0,0,0,GPS Schedule
2021-05-27 5:26:10 PM,51.3430749,-114.3788150,1259.66,70,25.5,4.2,4,GPS Schedule
2021-05-27 5:30:43 PM,51.3430388,-114.3789339,1264.16,70,25.5,4.6,4,GPS Schedule
2021-05-27 5:36:08 PM,51.3430762,-114.3787901,1262.10,70,25.5,5.8,4,GPS Schedule
2021-05-27 5:41:08 PM,51.3428071,-114.3789543,1254.05,70,25.5,7.6,4,GPS Schedule
2021-05-27 5:46:08 PM,51.3420861,-114.3784378,1164.55,70,25.5,5.4,4,GPS Schedule
2021-05-27 5:51:05 PM,51.3429571,-114.3790529,1281.67,66,25.0,1.2,8,GPS Schedule
2021-05-27 5:54:59 PM,51.3432338,-114.3787685,1258.32,0,24.5,2.6,5,GPS Schedule
2021-05-27 5:59:59 PM,51.3428351,-114.3792336,1286.13,0,24.0,1.8,5,GPS Schedule
2021-05-27 6:04:59 PM,51.3431085,-114.3786723,1241.30,0,23.5,1.4,6,GPS Schedule
2021-05-27 6:10:00 PM,51.3430275,-114.3789339,1262.59,1,23.5,1.6,5,GPS Schedule
2021-05-27 6:14:59 PM,51.3430866,-114.3789531,1289.35,0,23.5,2,5,GPS Schedule
2021-05-27 6:20:06 PM,51.3429391,-114.3790839,1294.79,7,22.5,1.2,6,GPS Schedule
2021-05-27 6:26:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2021-05-27 6:31:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2021-05-27 6:35:52 PM,51.3430084,-114.3790129,1321.93,54,21.5,2.2,5,GPS Schedule
2021-05-27 6:40:15 PM,51.3429312,-114.3791767,1301.90,16,20.5,2.2,5,GPS Schedule
2021-05-27 6:45:59 PM,51.3430317,-114.3788177,1280.15,60,20.5,2.2,5,GPS Schedule
2021-05-27 6:50:04 PM,51.3430774,-114.3787131,1281.21,5,19.5,1.4,5,GPS Schedule
2021-05-27 6:56:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2021-05-27 7:01:08 PM,51.2851042,-114.3829033,-0.09,70,20.0,28.8,3,GPS Schedule
2021-05-27 7:06:08 PM,51.3424361,-114.3835398,0.08,70,20.5,1.8,3,GPS Schedule
2021-05-27 7:11:08 PM,51.3431129,-114.3789504,1266.52,70,20.5,4.6,4,GPS Schedule
2021-05-27 7:15:34 PM,51.3429898,-114.3788828,1258.27,35,20.5,1.8,5,GPS Schedule
2021-05-27 7:20:03 PM,51.3429829,-114.3787881,1280.65,4,20.5,1.8,5,GPS Schedule
2021-05-27 7:25:19 PM,51.3430144,-114.3786183,1295.78,20,21.0,1.8,4,GPS Schedule
2021-05-27 7:31:10 PM,51.3229913,-114.3859777,-0.38,70,21.5,7.4,3,GPS Schedule
2021-05-27 7:36:03 PM,51.3429899,-114.3791989,1281.31,64,21.5,2.2,5,GPS Schedule
2021-05-27 7:40:38 PM,51.3430202,-114.3790433,1281.17,39,22.0,2.4,5,GPS Schedule
2021-05-27 7:45:03 PM,51.3427016,-114.3793131,1255.75,4,22.5,2.6,5,GPS Schedule
